Date,Open,High,Low,Close,Adj Close,Volume
2018-05-23,193.880005,196.899994,192.800995,196.800003,196.800003,12520300
2018-05-24,198.119995,199.720001,195.697006,197.369995,197.369995,18527700
2018-05-25,197.570007,201.500000,197.210007,199.199997,199.199997,21270000
2018-05-29,197.940002,202.279999,197.000000,198.000000,198.000000,18768700
2018-05-30,199.699997,200.539993,197.500000,197.979996,197.979996,13930600
2018-05-31,198.000000,199.479996,196.850006,198.009995,198.009995,17982500
2018-06-01,199.500000,204.990005,199.449997,204.339996,204.339996,23131900
2018-06-04,205.119995,209.750000,204.729996,208.949997,208.949997,19357000
2018-06-05,209.949997,211.699997,207.130005,208.369995,208.369995,17787700
2018-06-06,209.860001,210.460007,207.289001,208.300003,208.300003,13800500
2018-06-07,207.460007,209.000000,200.880005,203.619995,203.619995,26747800
2018-06-08,201.110001,206.229996,200.429993,205.070007,205.070007,17525200
2018-06-11,206.500000,207.600006,205.009995,205.699997,205.699997,12061400
2018-06-12,206.949997,209.800003,206.899994,209.080002,209.080002,15910900
2018-06-13,209.440002,209.649994,206.600006,206.619995,206.619995,13844200
2018-06-14,207.720001,211.119995,207.509995,210.860001,210.860001,18838300
2018-06-15,207.490005,210.080002,206.009995,208.000000,208.000000,28665600
2018-06-18,205.160004,208.600006,203.880005,208.570007,208.570007,14645200
2018-06-19,203.529999,204.509995,199.500000,204.429993,204.429993,24484200
2018-06-20,205.050003,207.229996,205.020004,206.229996,206.229996,15559600
2018-06-21,205.839996,206.000000,201.039993,202.210007,202.210007,13963800
2018-06-22,203.380005,203.800003,200.250000,202.009995,202.009995,9585000
2018-06-25,197.850006,198.100006,187.860001,191.250000,191.250000,32750900
2018-06-26,193.339996,193.660004,188.419998,191.419998,191.419998,20740400
2018-06-27,193.460007,193.600006,184.889999,185.020004,185.020004,23887000
2018-06-28,183.199997,188.960007,182.039993,188.380005,188.380005,19553800
2018-06-29,185.360001,188.970001,184.259995,185.529999,185.529999,26023400
2018-07-02,181.660004,186.360001,181.059998,186.360001,186.360001,17325900
2018-07-03,187.880005,188.500000,184.360001,184.750000,184.750000,11673700
2018-07-05,187.169998,187.440002,182.899994,186.880005,186.880005,18412100
2018-07-06,186.009995,192.490005,185.539993,192.270004,192.270004,17035600
2018-07-09,194.449997,194.690002,190.869995,192.750000,192.750000,15466400
2018-07-10,192.889999,195.130005,191.479996,192.550003,192.550003,12611400
2018-07-11,188.600006,190.050003,187.419998,187.419998,187.419998,15947000
2018-07-12,190.770004,192.580002,189.789993,190.169998,190.169998,17440400
2018-07-13,191.610001,192.119995,189.300003,190.039993,190.039993,12550500
2018-07-16,189.570007,191.369995,189.149994,190.350006,190.350006,12205600
2018-07-17,188.649994,192.949997,187.899994,192.660004,192.660004,13270700
2018-07-18,192.449997,193.229996,189.910004,190.789993,190.789993,10796600
2018-07-19,188.679993,189.679993,186.869995,187.339996,187.339996,13373100
2018-07-20,189.490005,189.500000,186.610001,187.250000,187.250000,12807500
2018-07-23,187.179993,187.809998,184.800003,187.039993,187.039993,10996200
2018-07-24,190.190002,193.070007,188.350006,189.000000,189.000000,18414800
