Date,Open,High,Low,Close,Adj Close,Volume
2017-05-22,137.770004,139.479996,137.330002,138.899994,138.153183,20915200
2017-05-23,139.699997,139.789993,135.710007,137.029999,136.293228,17031200
2017-05-24,140.960007,141.070007,138.080002,138.570007,137.824997,20399900
2017-05-25,140.000000,140.029999,136.440002,138.259995,137.516617,15205700
2017-05-26,137.929993,145.279999,137.110001,141.839996,141.077377,19478500
2017-05-30,143.699997,146.289993,143.050003,144.869995,144.091080,24741300
2017-05-31,146.690002,147.000000,142.050003,144.350006,143.573898,22182900
2017-06-01,144.990005,145.029999,142.520004,144.360001,143.583832,12583500
2017-06-02,144.240005,145.300003,143.399994,143.639999,142.867706,12186400
2017-06-05,142.979996,148.529999,142.509995,148.009995,147.214218,20434400
2017-06-06,147.820007,149.690002,146.800003,147.339996,146.547821,18968200
2017-06-07,148.330002,149.880005,147.699997,149.119995,148.318253,15315300
2017-06-08,153.460007,160.000000,151.789993,159.940002,159.080063,28579300
2017-06-09,164.740005,168.500000,142.750000,149.600006,148.795670,92323200
2017-06-12,145.880005,151.699997,142.110001,149.970001,149.163666,42438300
2017-06-13,154.399994,154.770004,145.649994,151.399994,150.585983,41812600
2017-06-14,151.520004,154.059998,148.500000,151.720001,150.904266,29616000
2017-06-15,146.960007,153.600006,146.500000,152.369995,151.550781,24095600
2017-06-16,152.759995,154.699997,150.240005,151.619995,150.804825,23124000
2017-06-19,153.410004,157.529999,153.259995,157.320007,156.474167,19454400
2017-06-20,159.029999,161.740005,156.919998,157.089996,156.245392,27386100
2017-06-21,158.210007,159.619995,155.699997,159.470001,158.612595,17066300
2017-06-22,159.800003,160.339996,157.399994,158.369995,157.518509,11728300
2017-06-23,158.679993,159.320007,153.220001,153.830002,153.002945,27214700
2017-06-26,155.160004,156.600006,148.330002,152.149994,151.331940,26599000
2017-06-27,151.440002,151.789993,146.350006,146.580002,145.791916,24987300
2017-06-28,149.320007,151.940002,145.750000,151.750000,150.934097,24873700
2017-06-29,150.600006,150.720001,144.080002,146.679993,145.891342,26610600
2017-06-30,147.380005,147.929993,143.500000,144.559998,143.782761,18276500
2017-07-03,145.050003,145.649994,138.580002,139.330002,138.580887,17726800
2017-07-05,141.899994,144.220001,141.130005,143.050003,142.280899,20504700
2017-07-06,141.869995,145.380005,139.759995,143.479996,142.708572,18657100
2017-07-07,145.779999,147.500000,144.850006,146.759995,145.970963,16374300
2017-07-10,149.740005,154.000000,148.679993,153.699997,152.873611,23962300
2017-07-11,153.850006,156.190002,152.149994,155.880005,155.041916,18948900
2017-07-12,158.300003,163.000000,156.559998,162.509995,161.636246,28630200
2017-07-13,163.000000,166.300003,158.750000,160.630005,159.766373,34228300
2017-07-14,161.289993,165.009995,161.009995,164.949997,164.063141,23548700
2017-07-17,166.330002,167.500000,161.750000,164.250000,163.366898,23269800
2017-07-18,161.779999,166.550003,161.300003,165.960007,165.067703,19416000
2017-07-19,166.330002,167.399994,164.610001,165.100006,164.212341,17176100
2017-07-20,165.929993,167.509995,163.910004,167.500000,166.599426,17489900
2017-07-21,166.669998,169.300003,166.089996,168.100006,167.196213,16208300
2017-07-24,168.389999,168.779999,165.720001,166.149994,165.256683,16313100
2017-07-25,165.220001,165.929993,163.580002,165.350006,164.461014,12413900
2017-07-26,167.679993,169.929993,165.850006,167.259995,166.360703,16010100
2017-07-27,168.270004,168.740005,157.559998,161.740005,160.870407,19571400
2017-07-28,160.289993,165.380005,159.279999,164.389999,163.506149,12833700
2017-07-31,164.940002,166.399994,160.619995,162.509995,161.636246,13991800
2017-08-01,162.130005,164.559998,161.000000,164.490005,163.605637,10784600
2017-08-02,165.750000,165.910004,161.270004,164.389999,163.506149,11961100
2017-08-03,164.369995,166.630005,163.679993,166.479996,165.584900,11060500
2017-08-04,167.399994,170.070007,166.479996,167.210007,166.310974,14727400
2017-08-07,168.389999,172.369995,168.000000,172.350006,171.423370,17935300
2017-08-08,173.889999,174.559998,168.710007,170.300003,169.384384,18883400
2017-08-09,168.429993,172.210007,167.669998,172.110001,171.184647,13269600
2017-08-10,172.160004,172.660004,164.330002,164.740005,163.854294,33202200
2017-08-11,157.139999,159.000000,152.910004,155.960007,155.121490,37429900
2017-08-14,159.669998,168.550003,159.199997,168.399994,167.494583,31818000
2017-08-15,168.610001,169.669998,165.589996,166.979996,166.082245,19113300
2017-08-16,167.589996,168.539993,163.839996,165.149994,164.262054,14915800
2017-08-17,164.809998,165.500000,161.380005,161.470001,160.601837,13136100
2017-08-18,163.669998,164.360001,159.639999,161.500000,160.631683,15030100
2017-08-21,162.490005,162.949997,157.369995,159.149994,158.294312,15591800
2017-08-22,160.490005,162.789993,159.710007,162.550003,161.818390,11261400
2017-08-23,161.199997,166.250000,160.850006,165.800003,165.053772,14488000
2017-08-24,167.100006,167.279999,164.119995,165.190002,164.446503,11742500
2017-08-25,166.169998,166.580002,163.550003,163.809998,163.072708,8930000
2017-08-28,164.580002,165.100006,162.330002,164.970001,164.227478,9737400
2017-08-29,162.589996,165.580002,162.259995,164.699997,163.958694,8102400
2017-08-30,165.500000,166.130005,164.270004,165.679993,164.934280,9610000
2017-08-31,166.500000,169.600006,166.199997,169.440002,168.677368,15317100
2017-09-01,169.949997,171.899994,169.600006,170.460007,169.692795,11135800
2017-09-05,168.380005,168.580002,163.559998,165.910004,165.163284,17384100
2017-09-06,167.240005,167.800003,164.399994,165.809998,165.063705,9941800
2017-09-07,166.490005,167.889999,164.949997,166.580002,165.830261,8821700
2017-09-08,166.110001,166.710007,162.710007,163.690002,162.953247,12471400
2017-09-11,165.539993,169.429993,165.320007,169.000000,168.239349,14186100
2017-09-12,170.000000,170.000000,166.970001,169.610001,168.846619,10287200
2017-09-13,168.589996,171.539993,167.279999,170.369995,169.603165,14524000
2017-09-14,168.789993,172.559998,167.800003,169.399994,168.637558,12842800
2017-09-15,172.860001,180.110001,172.649994,180.110001,179.299347,34119800
2017-09-18,185.139999,191.199997,184.860001,187.550003,186.705856,42111500
2017-09-19,185.509995,189.850006,184.619995,187.350006,186.506775,21857000
2017-09-20,187.500000,189.419998,184.210007,185.839996,185.003540,18123000
2017-09-21,181.639999,182.699997,177.610001,180.759995,179.946426,26890000
2017-09-22,180.300003,182.309998,178.600006,179.000000,178.194321,12280800
2017-09-25,177.750000,177.800003,170.160004,171.000000,170.230362,21864500
2017-09-26,176.449997,178.679993,170.350006,171.960007,171.186035,28140500
2017-09-27,175.619995,176.270004,172.750000,175.729996,174.939056,17843000
2017-09-28,176.020004,176.179993,173.759995,175.679993,174.889282,10881100
2017-09-29,179.080002,179.729996,177.250000,178.770004,177.965393,15477300
2017-10-02,180.800003,181.979996,177.000000,179.000000,178.194321,12587000
2017-10-03,179.250000,180.580002,177.580002,179.369995,178.562698,9758300
2017-10-04,179.619995,181.770004,178.139999,180.869995,180.055939,10696200
2017-10-05,181.860001,182.000000,179.559998,180.770004,179.956375,10934100
2017-10-06,179.649994,181.839996,179.000000,181.300003,180.483994,7970000
2017-10-09,182.789993,186.729996,182.029999,185.389999,184.555588,14087300
2017-10-10,191.429993,192.949997,187.259995,188.929993,188.079666,24371900
2017-10-11,189.600006,191.000000,187.740005,190.940002,190.080612,13237700
2017-10-12,191.080002,193.089996,189.929993,191.029999,190.170227,13207300
2017-10-13,193.550003,195.000000,191.649994,194.589996,193.714172,15718200
2017-10-16,195.800003,198.050003,193.240005,197.929993,197.039124,14416000
2017-10-17,197.089996,198.899994,196.350006,197.750000,196.859970,11964900
2017-10-18,198.110001,198.139999,193.320007,197.580002,196.690704,14182900
2017-10-19,194.440002,198.000000,192.449997,197.800003,196.909729,14269300
